Stop Name,Latitude,Longitude
Hmt Junction,10.05506148,76.32186955
Kavungapparambu,10.05783288,76.43670136
Paravoor Bus Stand,10.14557709,76.23170766
Illikkal Paalam,9.719220028,76.29657846
Vadakke Kotta,9.95304254,76.34043188
Pauls Hospital,9.9884436,76.29550127
Vathimattom,10.05685815,76.45689429
Kuncharam,9.810794482,76.35276369
Kizhakke Kotta,9.945009848,76.34911506
Achanpadi Stop,9.841287068,76.48135573
Therappadi Or Njaralloor Or Dhayarypadi,10.03368681,76.43058909
Neduvannur Rail Gate,10.14123537,76.37806362
Kovilakampady,10.30850783,76.3758204
Vellarapilly Or Thiruviranikkulam Ambalam Stop,10.11982931,76.41850615
Minikkavala,10.0727692,76.43925873
Esi Dispensary,9.828226251,76.46405314
Palli,9.907351847,76.30597332
Quality Or Nayathode South,10.1663025,76.39722266
Valapally,9.796331744,76.40183527
Srm Junction,10.00229165,76.2817356
Ncc Junction,9.776204544,76.31814162
Colony Padi,10.04167068,76.50281195
Palli Parambu,10.00689985,76.21946762
Odampalli Ambalam,9.818822971,76.35087811
Post Office,10.16694176,76.19269358
Thrike Pady,10.1355561,76.50835255
Ration Kada,10.22494298,76.39711596
Sanjos Hospital,9.507681308,76.32812467
Kizhakke Kotta,9.944408339,76.35034643
Choorathod,10.14575458,76.53972798
Paalam Stop Or Anjaam Mile,10.02656111,76.44666448
Madras Kavala,10.15955288,76.48507938
Manimalakunnu,9.886466867,76.56576953
Pullamkulam School Pady,10.1451978,76.23531346
Kmk Junction,10.14325376,76.23069836
Athirampuzha,9.66817044,76.53396162
Kacheripady Junction,9.913758975,76.27674708
Marakkar Road,10.11646449,76.48598493
Marotty Chod,10.17590673,76.42249821
Marankulangara,9.975449536,76.3353981
Boys School,9.744316229,76.39609588
Njaanadan,9.782011619,76.3950193
Karakkattu Kunnu Or Charakkatukunn,10.16769431,76.35474881
Aalinchuvadu,10.07416764,76.44989832
Manakkadavu,10.03066712,76.37761845
Gothuruth,10.18783182,76.21686135
Maneedu Or Anamunthi,9.905621601,76.45776166
Nirmala College Stop,9.976374431,76.592361
Peechanikkadu,10.21571375,76.36225089
Pallithodu Beach Or Road Mukk,9.775662368,76.28051632
Devaswam Nada Junction,10.13889541,76.19440702
East Nagar Junction Or Amalobava Kappela,10.18856676,76.39280008
Bharananganam,9.701412904,76.72549076
Kallungaparamb,10.07321561,76.35733887
Ems,10.10009668,76.27981661
Thiruvaloor,10.12039831,76.3067357
Townhall,10.11023531,76.35913817
Thykavu Bus Stop,9.855313528,76.30681665
Kapela,10.02961722,76.38969261
Mahilapadi,10.12357603,76.23882227
Koventha Bus Stop,9.909280716,76.28003
chattari,9.948767357,76.3542784
Nethaji Padi,9.854976915,76.43648744
Beach Road Or South Moolam Kuzhi,9.935220176,76.24904367
Munambam,10.18326358,76.17367844
Kaithaveli Or Manasseri Spot,9.916613445,76.25205265
School Padi,10.00956392,76.27776983
Navy Nagar,9.929701456,76.25354767
Amanakara School,9.819444133,76.63685172
Kalamuri,10.33489909,76.13926134
Maavinchuvadu,9.760357126,76.36252019
Thazhathu Pally Or St George Church,10.1749649,76.39842706
Palam,10.23206752,76.39330702
Plantation 14 Th Block,10.24832052,76.51463052
Badhanippadi,10.02963817,76.52623127
Post Office Junction,9.876419156,76.48670504
Kapaela,10.05166288,76.27215322
Pallathupadi,10.02588377,76.35738099
Rajashree,9.986178539,76.41185054
Aashan Padi,9.920399576,76.53861742
Kolarikkal Kurish Palli,10.03773,76.27208103
Puli Nagar,10.09325756,76.2927405
Government Hospital Or Kothamangalam,10.06583785,76.6181496
Microwave Junction,10.00243389,76.29562488
Vayalar Co Operative Bank,9.704843308,76.33892484
Pazhangadu Junction Or Pump Junction Bus Stop,9.861682236,76.29219313
Tb junction,10.19560305,76.38856137
Alingal,10.08453736,76.29569208
St Sebastien,10.18041091,76.17043433
Millumpady,10.10732542,76.53622085
Manakkadavu Toll,10.02940972,76.38538816
Vadukunnappuzha Ambala Padi,9.838567415,76.49459893
Vayalampad,9.981234811,76.42766073
Thanikkal Junction,10.01124874,76.28704279
6Th Block,10.25068415,76.49999676
Parakkadavu,10.15756443,76.3408394
Vadakara,9.877727351,76.57632655
Canal Junction,10.08734349,76.35888233
Irumpanam Or Puthiya Road,9.957438467,76.35751805
Amala Pooram,10.21898915,76.46053768
Uppukallu,10.23785664,76.47114979
Maliyakapady,10.05043249,76.38637086
Karammood Kayyanikavala,10.03886986,76.4790027
Pazhoor,9.884060156,76.47355732
Chaleppally Bus Stop,10.06506309,76.3594649
Boys School,9.900346457,76.72114565
Moozhikkakadavu,10.29976684,76.3666218
Kizhmuri Kunnithazham,9.919274021,76.48159883
Kuppikavala,9.689952969,76.34577002
Company Padi,9.870852655,76.49946924
Society,9.829191286,76.29765388
Infopark Second Gate Or Muslim Pally,10.00344134,76.37062378
Thazhthe Cutting,10.2464775,76.47337931
Makaliyam,9.96309184,76.35767366
Vayalar Co Operative Bank,9.7047825,76.33895703
Edassery,10.45757437,76.08605642
Vaakkayil,9.791889085,76.44214829
Thattam Pady,10.14225672,76.36505356
Adam School,10.21071468,76.38767823
Pankod Junction,10.00498793,76.44010379
Alapuram Kavala,9.819723914,76.55250136
Kurupumpady,10.11228043,76.51806372
Marottikavu,10.0744275,76.52396389
Chettinada Ambalam Stop,10.18219772,76.52797728
Ayna Mughal,9.963908751,76.42379539
Kizhakke Desom Bus Stop,10.12144864,76.35659474
Thalayalam Panchayath,9.71565937,76.41702095
Kochu Pambakuda Stop,9.915875937,76.52141299
Arakkapady Bank junction,10.05891276,76.45945921
Vrindavan Bus Stop,10.10912206,76.32148954
Azhakam School,10.22593887,76.40481942
Kottamury,10.27927547,76.34411214
Attupuram kurishu,10.17745063,76.30334353
Kurumbaturuth Ferry,10.18305966,76.2249462
Police Station Stop,9.865316645,76.48958586
Vaduthala Gate,10.01344117,76.2769595
Thamathupady,9.804676376,76.64722225
Kumaramangalam,10.15701584,76.23388292
Fort Kochi Veli Bus Stop,9.952306877,76.24472712
Valakkada Kavu,10.09159405,76.47539969
Susan Mable Thomas Smarakam,9.979662458,76.47311116
Chendamangalam Junction,10.14925025,76.23531504
Kudumbhi Seva Sangam Stop,10.12494773,76.26436878
Sahodaran Ayyappan,9.969196396,76.30790999
Nuals College,10.05953141,76.36155041
Neyyassery Kavala,9.923851532,76.78998593
Padikkad Junction,10.13042769,76.52452862
Chethicode,10.16344098,76.40599491
Onnam Mile,10.11662644,76.49182654
Pattayamkavala,9.914235159,76.74233192
Twenty Twenty,10.03986637,76.40457358
Hmt Colony,10.06125168,76.34333097
Pournami Busstop Or Gopika,10.08731026,76.26810838
Railway Cross,10.00742602,76.25931587
Vat Bus Stop,9.901488023,76.29513448
Kummanod,10.03880316,76.45011904
Vattappara,9.854071764,76.44738001
Pala Junction,10.21853603,76.41237112
Vazhiyambalam,10.326602,76.14296706
Njarakkal Hospital,10.04273998,76.22270472
Hilltop,9.954635942,76.48040748
Nanthiattukunnam,10.12358026,76.23146726
Gothambu Road,10.18632654,76.4842253
Kunnappilly School,10.30150134,76.39398888
Painungal Para,9.9103325,76.40280859
Alapady,10.17830104,76.32462747
Geethanjali,10.10767521,76.51038348
Ambala Nada,10.0047429,76.31673864
Manorama Agency Or Millu Pady,10.07364379,76.26909969
8Th Block,10.25404202,76.51395468
Edapally Junction,10.02239273,76.28179701
Puliyanpilly,10.07283392,76.49221498
Halt Bus Stop,9.937320883,76.27277008
Thumpoly Junction,9.521924648,76.32761131
Kurish Palli,10.00012943,76.4814856
Pallikav,10.22003437,76.32304525
Minikkavala,10.07273066,76.43927075
Vidangara Or Railway Cross,9.86216191,76.41319181
St Joseph School,10.22755082,76.37967578
Kottoor Palli Stop,9.970697505,76.47179368
Shasthri Junction,9.577691641,76.30648221
Kollampady,10.16597466,76.48861861
Navodaya,10.02725949,76.35969912
Chunkam,9.795084859,76.40739549
St Mary'S Church Or St Joseph School,10.07853083,76.27725944
Millumpady,10.10609882,76.45838742
Marver,10.10834044,76.36921155
Gtn Or Rajagiri Hospital,10.08923523,76.3879567
Kmk Junction,10.14576501,76.22446895
Payyal junction,10.12120104,76.56922474
Ambalampadi,9.979391182,76.55062988
Njarakutty,9.92504852,76.74871035
Achan Pady,9.945256329,76.44423294
Colony Stop,9.998189901,76.34065907
Post Office,9.903002293,76.38584219
Palam,10.2320375,76.39331305
Aayurvedha Bus Stop,9.951022756,76.36328104
Winners School,9.923237223,76.77024046
Manjikad,10.24521438,76.42444432
Quarters,10.14461897,76.46107499
Millumppadi,10.18269742,76.42754595
Erappumpara,10.03240517,76.43693989
Signal Station,10.11810155,76.67691066
Devaswam Nada Junction Or Cherai,10.13922727,76.19461676
Petta East Or Skyline,9.951444802,76.33558528
Colony Triveni Bus Stop,9.87795312,76.37710685
Vanndipetta Junction,9.941783567,76.41083716
Manimalakunnu,9.886446849,76.56587533
Veranal Junction,9.742335718,76.64955313
Vadakara,9.812969416,76.44457433
Nad Gate,10.0686282,76.34219201
Para Junction,10.11777643,76.5252861
Kumbalam Grama Panchayath,9.905383059,76.32075458
Kurishumthotti,10.08990673,76.47912139
Swamipady Or Vayanasala,10.01292239,76.28634974
Mamala,9.947572072,76.37688544
Kundannoor Junction,9.936822704,76.31843924
Dhanwanthari,9.896717479,76.70922433
Paalachuvadu,9.952895757,76.38596954
Church,10.04706503,76.40450023
Thykkoodam Junction,9.958998925,76.32503462
Acc Cement Factory Or Pipe line,9.826001518,76.44888228
Malippuram Government Hospital,10.01886939,76.22570781
Kidangoor Road,10.18420632,76.40442968
Aquinas,9.913036435,76.28725676
Vadakumpuram Or Chennamangalam,10.16889726,76.23438507
Pookkattupady,10.05974394,76.39404119
Thottuva,10.16798367,76.4902587
Uppukandam,10.11483559,76.61026779
Edayakunnm Kappela,10.04685985,76.28687493
Mambra Kavala,10.21739009,76.35034118
Rail,10.00912099,76.2614466
Kadakkanadu Or Edasherry Padi,9.98682137,76.4999066
Paadam Bus Stop,10.07656222,76.44003287
Mythri Or Hump,10.16330239,76.17081541
Pump Junction,9.979732461,76.46480938
S H College,9.938258543,76.29673482
Pallathamkulangara Bus Stop,10.10994634,76.20259855
Chottanikkara Temple,9.933144237,76.39031604
Kozhikavala,9.980306413,76.79759434
Kingini Mattam St George,9.959194155,76.46777889
Kuzhiyambaadam,10.19282334,76.44994806
cemetery pady,10.05934515,76.31832571
Koratty Or Police Station,10.26426951,76.35271355
Varan Kavala,9.589711047,76.30488304
Jyothi Junction,10.11309377,76.47134982
Vattu Valavu,9.707040633,76.33885422
Vymeeti Bus Stop,9.956355026,76.35313516
Thuruthi,10.12261055,76.53804375
Mazhuvanoor Or Pallithazham,10.00299443,76.48673476
Munambam Ferry Junction,10.18146987,76.1746825
Mh Kavala Or Thaikavu Junction,10.09579245,76.44856446
Kakkanad Civil Station Bus Stop,10.02350251,76.34959758
Congress Bhavan,10.0001188,76.38054042
Kezhakettam,9.898910971,76.71842514
Kaarikkodu,9.803929309,76.48366703
Desom Kunnumpuram,10.13005336,76.34533065
Padinjarenada,10.22729504,76.1972148
Perumthrikovil Or Post Office Bus Stop,9.920527124,76.36187018
Mambra Palam,10.23732126,76.3382525
Hospital Junction,9.901069802,76.39106228
Karingamturuth,10.11719361,76.27145799
Dhevasthanam,10.16739179,76.24483669
Kurumbakavu Junction,10.16400315,76.34658543
Puliprappadi,10.1223477,76.23978721
Saudi School,9.934868112,76.24525263
Niveditha,10.09635485,76.38573429
Kurisu,10.21560566,76.35995792
Edamuttam,10.374677,76.1235017
Nediyara,10.17261861,76.49721789
Achan Pady,9.945141525,76.44431395
Nalam Mile,10.10567174,76.30346143
Pathinezham Kallu,10.36188621,76.12572886
Companypadi Meladoor,10.23212952,76.29653094
Colony Stop,9.991740708,76.40571702
Ponevazhi Bus Stop,10.03037328,76.29729279
Mamala,9.947725947,76.37706513
Shapumpadi,10.02138264,76.25569033
Eruveli Junction,9.920013445,76.38969188
Mekkadambu Panchayath,9.979890475,76.54070655
Kannaikal,9.988343395,76.52247763
Priyadarshini Junction,9.526388097,76.3166745
Edamuttam,10.37489574,76.1234179
Azhakam East,10.22565796,76.40235375
Kothakulam,10.12588225,76.23752546
Mulamkulam Palli Padi,9.85362259,76.49077885
Matha Nagar Stop,10.22363114,76.35031996
Kolenchery,9.980940142,76.4732397
Ashramam Padi,10.22733788,76.32880506
Thonniyakavu,10.13700781,76.23059064
Moozhikkulam,10.1878533,76.32855531
Vattu Valavu,9.707090866,76.33884986
Madam Junction,10.01996953,76.30050087
Edalakadu Junction,10.27057717,76.4367583
Kmk Junction Or Potten Theruvu,10.14506436,76.226973
Farm Road,9.976480795,76.46877414
Kandakadavu Junction,9.856014332,76.27010325
Nandikulangara,10.14536824,76.2464239
Rcm Hospital,9.946434618,76.3518132
Pulikallu,10.26224364,76.40489107
Lourde Hospital,10.00655939,76.27842193
Sp Office Or Power House Junction,10.09994769,76.35748812
Illikkal Junction,9.882899537,76.28689018
Champion School Bus Stop Or Changapuzha Cross Road,10.02479084,76.29861995
Malakhappady,9.81876433,76.27419574
Choorakodu Pally,10.04218074,76.44126619
Poochakkal Junction,9.794579793,76.35539451
Ymca,10.00662453,76.4294534
Kothakulam,10.3952443,76.11622303
Government Hospital,10.10460624,76.35444769
Latha Stand,9.979783583,76.58415325
Nedumbaserry Post Office,10.14648352,76.3534881
Thoppumpady Bus Stop,9.93793218,76.2640585
Puthenvelikara Stand,10.18759939,76.24521588
Moozhikulam Valav,10.18460179,76.32841106
Toll Junction,9.805336,76.39717493
Pangod Junction,9.989101346,76.44112009
Poothamkutty Junction,10.26316045,76.42839494
Shappumpadi Stop,9.887356691,76.48747705
Angamaly Private Stand Or Railway Station,10.183433,76.37883147
Vikas Vani,10.03064119,76.37106255
East Kadungalloor Bus Stop,10.1150298,76.32982087
Thattanmugal Kurishu Palli Or Pathamughal,10.02336316,76.48117303
Chalakal,10.12057195,76.39998393
Karukutty Kappela,10.22700924,76.37509473
Ramapuram Santhi Bhavan,9.800658052,76.6557102
Palarivattom Junction,10.00260962,76.30644117
Thykkoodam Junction,9.959163628,76.32503566
Parapuram,10.22723405,76.39004099
Pandikudy Junction,9.952125171,76.24929766
Muzhayumoodu,9.809561514,76.49351269
Mavelipuram Junction,10.02316103,76.34102001
Thiruvaloor,10.12041382,76.30674643
Vellethode,9.795025739,76.30242639
Shappum Pady,10.17024957,76.23900496
Hil,10.0775275,76.29739051
Kumbalam South,9.890134778,76.31185065
Manikunnepedika,9.925276607,76.76145535
Perumbavoor Town,10.11512009,76.47351509
Arattuvazhi Valavu,9.727629021,76.29151521
Pump House Stop,9.84124998,76.47178425
Mythri Or Hump,10.16331887,76.17078645
Parakkadavu,10.1575026,76.34087283
Aroor Temple,9.865996658,76.30524468
Vadakekurisu Junction,9.902791512,76.3930347
Navarag Junction Or Shappumpady,10.01767901,76.35084158
Kochambalam Or Paruthyam Palli Or Nagakallunkkal,9.681411456,76.30311141
Mulamkuzhy Or Vss Junction,10.20167735,76.55794576
Minippady,10.08597156,76.63570951
Oottimattom,10.06225924,76.43766753
Meprathupadi,10.06878108,76.46328586
Kodungallur Private Stand,10.23195679,76.19569094
Kurupumpady,10.11229958,76.51806976
Murikumpadam Bus Stop,9.990361726,76.23902255
Peedikappadi,10.10392309,76.31848805
Chittethukara Bus Stand,9.997799157,76.35079183
Maliekalpad,10.05369097,76.38553809
Chathanad,10.07721178,76.24005743
Chullikal Abad,9.944946777,76.25821964
Company Padi Olakkadu,9.870795731,76.54670451
Panchayath Palam,9.782248447,76.27952452
Panikkaru Padi,9.978404407,76.24092431
Colony Pady,10.23068461,76.35666045
Chakram Pallikav,10.21983211,76.32059757
Payyal junction,10.12122282,76.56919926
Hostel Padi,9.974363864,76.59672792
Malattu Bus Stop,9.865007054,76.29167122
Thaykkavu Palli,10.15469438,76.26463133
Padathikkara,10.00136651,76.3944969
Karingizhakkavala,10.09253722,76.63801443
Karimannur Town,9.9189822,76.78186455
Sevana,10.04033028,76.41373872
Kothanelloor,9.722688075,76.52387102
Sp Office Or Power House Junction,10.10026358,76.35702678
Convent Bus Stop,10.16302854,76.4348835
Kaikuthiyal,10.1457926,76.49323275
School Padi,9.989115897,76.78980656
Ramamangalam Hospital Junction Or Ramamangalam Aashupathry Padi,9.944111602,76.49122699
Paalam,9.785223359,76.44621357
Post Office,9.966852141,76.35714514
Ponnarimangalam,10.00366797,76.26249146
Malavana,10.17122528,76.25735024
Kottaram Kavala,9.703538259,76.31322152
Puthukulangara,9.834119678,76.29721373
Gate Stop,9.955595519,76.26841692
Thuruthippli Or St Marys College,10.08596528,76.48128127
Vengoor Ambalam,10.13467659,76.54478819
Kaitharam,10.11420285,76.24287189
Sn Junction,9.953879816,76.34503609
Manchanadu,10.01380222,76.51320945
Kadamakkudy,10.06403381,76.24651253
Kochu Pambakuda Stop,9.915887496,76.52136874
Cheruvype Junction,10.11346757,76.20171819
Ambadimala Bus Stop,9.93294112,76.38275522
Chowara Kadavu Or Pally,10.12569471,76.38519607
Chanthakappela Or Market Stop,10.10293999,76.26344547
Lakkippady Or Evm Stop,10.11105948,76.47542441
Ettekkar pally,10.08164674,76.37480125
Shaapumpadi,9.903083527,76.31516055
Maalikapady,9.839215053,76.29616505
S R M Road Palli Stop,10.00114692,76.28300835
Kadathi Paalam Or Vayanashala Padi,9.984868654,76.56270236
Nusrath Nagar,10.04742745,76.49025904
Chakola,9.945659951,76.29348845
Society pady,10.20594722,76.3368185
Pallipadi,9.999847359,76.52524911
Ayarkulam Ambalam Padi,9.928333625,76.48495981
Kizhakombu Chellaykka Padi,9.872610971,76.56595603
Chithra junction Or Koonammavu Junction,10.10060208,76.26396636
Pokkalangara,10.50282299,76.06159892
College Junction,10.05963096,76.50847062
Kalluiduki,9.811322036,76.56395303
Molile Cutting,10.24988331,76.47349069
Vadakkampilly,10.18909684,76.5252076
Kochambalam,10.11376499,76.24317977
Kakkattupara Kurisu,9.960122763,76.45199641
Vadakara,9.877667896,76.57642411
Palam Bus Stop,10.11381688,76.46361632
Thumpoly Palli,9.520328121,76.31859383
Cherai Beach Road Stop,10.13925524,76.1793624
Chalakka Junction,10.15549659,76.28434853
Kadavul junction,10.12111949,76.47351236
Thamarappady Or Thrikkapuram,10.10991069,76.24463724
Thopilampady,10.14086897,76.488361
Pallippady,10.11053826,76.45972044
Kavil Pady,10.10596946,76.31575236
Kottuvally North Bus Stop Or Ayyapante Ambalam,10.11108169,76.24399297
Chendamangalam Junction,10.14917566,76.23504045
Vallarpadam Junction,9.987128679,76.25348295
Panayapilly,9.949576595,76.25749407
East Karuvelipady Bus Stop,9.940695504,76.26019559
Karukutty,10.23017643,76.37377154
Jarappadi,10.14881478,76.2491625
Double Post,10.14938385,76.45488017
Vytila Bus Stop,9.970884302,76.3179797
Areekkathazham,9.92128571,76.53231385
Ambala Padi,9.935746469,76.42228002
Manjapra Or Pullathan Kavla,10.21246211,76.45337425
Shappu Padi,10.51861585,76.05301334
Edappally Station Kavala Bus Stop,10.02144665,76.30612085
Njalukkara,10.21153935,76.39260325
Kunnam,9.917759716,76.74542131
Moothakunnam,10.18864901,76.20168936
Kaathyppadi,9.95043256,76.44428646
Odambally,9.820931268,76.35019583
Ksrtc Stand Aluva,10.10678152,76.35583348
Warehouse Or Thrivenippadi,10.13939583,76.24661746
Chakram Pallikav,10.21995354,76.3206492
Allapara,9.74184276,76.69749435
Mulanthuruthy or Pallithazham Junction,9.900524527,76.38444768
Mar Augan School,10.182526,76.51788561
Chittethukara Thaikavu Junction,10.00139703,76.34957961
Amanakara School,9.819550009,76.63676835
Kunnukara Junction,10.155144,76.2951222
Vazhatharaveli,9.830536393,76.3408372
Pattal,10.11272935,76.49659231
Maaraam Veedu,9.723227917,76.41569587
Smhs,10.15089642,76.1899381
Arakunnu,9.886434915,76.43000893
Kumbalam High School,9.897384451,76.30855653
Palapetty Valavu,10.36667245,76.12317745
Thalikkulam,10.44002993,76.09507435
Pddp,10.15585206,76.48348603
Changhampuzha Road Stop,10.01979146,76.2975423
District Court Or Maharajas College Bus Stop,9.969736165,76.28058148
Kakkanad Civil Station Bus Stop,10.01967892,76.34506934
Mambra Kavala,10.21740692,76.35033079
Palli Stop,10.02803168,76.29811623
Moorthy Kshethram,9.741300674,76.28809491
Maavinchuvadu,10.04782811,76.44813317
Kurisu Junction,9.90118516,76.52254194
Vayanashala,10.01411773,76.26006208
Panchayath,9.970223875,76.42118835
Chellakkapadi Or Digital Junction,9.866111969,76.59026134
Plantation Kavala,9.986893791,76.789285
Thopilampady,10.14091993,76.48843571
Marampilly,10.11244884,76.41953619
Akashavani Junction,10.01279742,76.34159636
Sndp Junction,10.08010298,76.27320109
Pallikkavala,10.10889283,76.45830521
Njaanadan,9.781980562,76.39504344
Chillanthode,10.1546882,76.54988335
College Junction,10.05267487,76.38126283
Td High School,9.769304944,76.30860393
Kothamangalam Stand,10.06415663,76.62071622
Munambam Kavala,10.15871789,76.21324377
cargo,10.15931679,76.38630212
Thenkunnel Ambalam,9.995857028,76.49271055
Alingal,10.12232692,76.23432848
Vayalar Market,9.721237612,76.33741217
Gurudeva,10.15817143,76.19761321
Edalakadu Junction,10.2775949,76.44860651
Paravoor Stand,10.15601894,76.23609795
Police Station,10.17094031,76.44671969
Mattiyambalam  Us Stop,9.905330475,76.283303
Alliance Junction,9.954090688,76.3438185
Puthenkkavu Or Sn Junction,9.851711994,76.38530407
Pallimukk,10.01090054,76.41088595
Kaninadu Ambalam,9.997078962,76.4130077
Kokkunnu,10.23668095,76.42167605
Pannara Padi,9.864629785,76.51203865
Town Hall,9.896492454,76.71187261
School Pady,10.22970684,76.35731107
Ambala Padi,9.863648956,76.41860063
Statue Junction,9.944909523,76.34610537
Aaru Muri,9.95807269,76.26900625
Kaarukkavu Or Maneed,9.892380739,76.46258214
Kodanad,10.18302529,76.51578046
Dharma Daivam,10.11267098,76.54508079
Railway Cross,10.00733225,76.25919752
Janahitha Beach,10.17013742,76.16800068
Kizhupillypady,9.956575054,76.30227706
Pathaam mile,9.88971652,76.37264138
Elamakulam Junction Bus Stop,9.967708142,76.30512859
Sharippady,9.967525852,76.33929119
Medicare Or T K S Puram,10.20619151,76.20117302
Thrikkalathoor Pallithazham,10.02874032,76.54979803
Andhakaranazhy Or Azheekkal Or Andhakarnaveli,9.7505151,76.28645345
Kathrikkadavu Junction,9.984760363,76.29584836
Pulinchodu,10.06932198,76.43832413
Shappumpady,10.02111665,76.35538955
Aanichuvadu,9.825753732,76.62993607
Thiruvankulam,9.943593267,76.37401157
Bakery Junction Or Koottukadu Junction,10.17813232,76.22299412
Tabore Hill Bus Stop,10.26103924,76.42772617
Karuna,10.06599967,76.27951316
Pazheya Pump,9.872378026,76.49136694
Panchayathu Kinar,10.01188434,76.43575391
Village,10.11906739,76.24661488
Market,9.717589139,76.68233947
Society Pady,10.23689883,76.34712277
Memugham,9.898500767,76.4515384
Pally,10.21568737,76.36950468
Kolenchery College Stop,9.979651362,76.47169734
Ambalam Or Pharmacy,10.06572792,76.30030902
Vaidyashala Bus Stop Or Ashupathripadi,10.11372929,76.50537619
Lissie Hospital,9.991381158,76.28829891
Chungam,10.15665719,76.32637146
Kothungal Pally,10.16712416,76.57413631
Petrol Pump Junction,9.863077349,76.59614634
Cable Nagar,10.23680103,76.37613973
Kodathy Stop,9.9840825,76.47301668
Homeo Dispensary,9.865911554,76.41995562
Ernakulam Wharf,9.966832024,76.26613836
Thottapadi Stop,9.885047249,76.44427751
Mulanthuruthi Karotakurush,9.901510528,76.39292531
Pappan Peedika,10.29218476,76.40204628
Kaanattupa,9.728396001,76.69349318
Perumbilly Block,9.88919424,76.38570553
Valakkara,10.09029927,76.47770677
Society Pady,10.04506472,76.217821
Nalukulaghara,9.780206553,76.30457566
Kacheripady Or Kumanlangi Vazhi Bus Stop,9.915333705,76.27797519
Company Padi,10.56716507,76.03067634
Valethupady,10.01626528,76.45491334
Kuzhikaatumoola Or Kuzhikaatumoola Pally,10.01549364,76.35441361
North Paravur Bus Stand,10.16629466,76.25649097
Veliya Kavala,9.756872587,76.39545438
Shanthi Puram,10.26129027,76.18233888
Chavadi,9.773848822,76.30555642
Janatha Junction Or janatha Kaloor Bus Stop,10.00136212,76.3015438
Aippuram,9.998530519,76.48079247
Elanji,9.830798161,76.54502044
Puthenpally,10.20357027,76.4480211
Kent Stop,10.0012605,76.37964085
Millupadi,10.09860873,76.31807327
Kallada Kuzhi Peedika,10.0127758,76.48449455
Mahilasamajam Stop,9.861024984,76.28880842
Kadalikkunnu,10.06329292,76.44514607
Diary Stop,10.2459325,76.41597266
Vazhicherry,9.499906361,76.33396216
Kinikkavala,10.1608275,76.47133984
Bhavan S Vidya Mandhir,10.01685863,76.29187469
Ayroor School,10.17692395,76.30677676
Workshop Kavala,10.08477509,76.35841079
Kolenchery Stand,9.982058254,76.47274573
Vazhapilli,9.996537311,76.57222001
Karukappalli,10.00483236,76.29511545
Kadakkanadu Or Edasherry Padi,9.986783067,76.49992303
Aimuri Junction,10.1498726,76.47937884
Police Station,10.17112908,76.44717198
Ferry Junction,9.721838408,76.35302057
Kumbalanghi Bus Stand,9.851373348,76.29404235
Mambra Kadav,10.23141437,76.32919522
Kochangadi,9.933639343,76.42342612
Health Centre,10.12895631,76.44656053
Peenappady Or Ymca Maneed,9.906783538,76.46164411
Bhandara Kavala,10.04339636,76.44862285
Pirlakkad,10.12563885,76.5321296
Parambayam,10.13533331,76.35351313
Karingamturuth Junction,10.10862887,76.27889923
Pulicka Pady,10.0688133,76.52552633
Pazhampilly,10.1018975,76.27012109
Kodathy Stop,9.984151181,76.47299959
Tower,10.02942957,76.25459259
Kanal Palam,10.14056017,76.4923558
Airapuram Kavum Padi,10.03722471,76.50353562
Valavu,9.940501324,76.41370159
Mekkadambu Pallithazham Junction,9.976844938,76.53332048
Elavoor Paara,10.21694306,76.34607489
Para Junction,10.11772196,76.52525794
Bombay Oils Or Company Padi,10.17717794,76.37211414
Kollam Padi,9.869750207,76.54382894
Mamala Kavala,9.883632197,76.46857319
Elavanparambu,10.08193151,76.63356074
Chalakka Junction,10.15543388,76.28429355
Vettikkal,9.91458696,76.42107526
Nellimolam,10.08526519,76.51959944
Kandamangalam Kshethram,9.704098314,76.30641938
Sn Puram,10.27658229,76.17165398
Nirmala College 1,10.30565872,76.39133605
Sndp Junction Or Transformer Stop,9.870800313,76.4234914
Kaarikkodu,9.803936771,76.48371468
Manalikkadu,10.20493199,76.24699559
Kurishu Stop,9.997714668,76.38260722
Lagi Theatre,9.804602081,76.27686149
Millupady,10.18282449,76.41029717
Madavana,9.912392563,76.31676328
Kalady Shiva Temple Or Pump House,10.29134448,76.34953301
Ferry Stop,9.869802078,76.31548775
Thykkavu Bus Stop,10.03174189,76.32185665
Thaikkavu,10.06624604,76.46257465
Veruvalli,9.680265144,76.42058548
Muslim Pally,10.1324175,76.25953516
Pallipady,10.10336296,76.29196501
Arakkapady Bank Junction,10.0590454,76.45955712
Vytila Junction,9.967069803,76.31596165
Chettuva,10.52938305,76.04727751
Thekke Kavala  Thekkum Bhagam Kavala,10.12628339,76.44679977
Perumalpadi Bus Stop,10.02553538,76.22371565
Koovely,9.932157857,76.66288398
Companippady,10.08700785,76.46780442
Nadamuri Road,10.21689237,76.44971347
Mamala Kavala,9.8836028,76.46844545
Saktheeswaram Junction,9.695701846,76.32505729
Infopark Main Gate,10.01100103,76.36585439
Andippillikkavu Bus Stop,10.17806064,76.21093009
Pooyapilly,10.14817791,76.20019599
Thuravoor junction,10.2045636,76.42180007
Thiruvanchikulam,10.21027367,76.20385882
Elumbassery Stop,9.928155586,76.48042482
Valappu,9.869565867,76.57481711
Compression Mukku Bus Stop,9.885653063,76.28665085
